TABLE_NAME     COLUMN_NAME            DATA_TYPE
tLabObservation    ArchiveDocument        varchar
tLabObservation    UserCreated            varchar
tLabObservation    DateCreated            datetime
tOSHPDException    OSHPDExceptionID       int
tOSHPDException    ReportCategory         varchar
tOSHPDException    ReportSection          int
tOSHPDException    PatientID              int
tOSHPDException    ChartNumber            varchar
tOSHPDException    FullName               varchar
tOSHPDException    VisitID                int
tOSHPDException    VisitDate              datetime
tOSHPDException    ProblemCode            varchar
tOSHPDException    ProblemDescription     varchar
tOSHPDException    ArchiveDate            datetime
tOSHPDException    ArchiveDocument        varchar
tOSHPDException    UserCreated            varchar
tOSHPDException    DateCreated            datetime
tPatientAllergy    PatientAllergyID       int
tPatientAllergy    PatientID              int
tPatientAllergy    VisitID                int
tPatientAllergy    AllergyGroupID         int
tPatientAllergy    AllergyGroupText       varchar
tPatientAllergy    AllergyID              varchar
tPatientAllergy    Allergy                varchar
tPatientAllergy    AllergyReaction        varchar
tPatientAllergy    Comment                varchar
tPatientAllergy    ProviderID             int
tPatientAllergy    ProviderName           varchar
tPatientAllergy    CodesetValue           varchar
tPatientAllergy    SeverityCodeLexiComp   varchar
tPatientAllergy    IsActive               bit
tPatientAllergy    IsDeleted              bit
tPatientAllergy    UserCreated            varchar
tPatientAllergy    DateCreated            datetime
tPatientAllergy    UserUpdated            varchar
tPatientAllergy    DateUpdated            datetime
tPatientAuditLog   PatientAuditLogID      int
tPatientAuditLog   PatientID              int
tPatientAuditLog   VisitID                int
tPatientAuditLog   ExamID                 int
tPatientAuditLog   AuditEventType         varchar
tPatientAuditLog   ScreenName             varchar
tPatientAuditLog         ProcessName               varchar
tPatientAuditLog         ControlName               varchar
tPatientAuditLog         ReportCode                varchar
tPatientAuditLog         ReportName                varchar
tPatientAuditLog         UTCDateTime               datetime
tPatientAuditLog         AuditComment              varchar
tPatientAuditLog         HistoryPointer            int
tPatientAuditLog         TableName                 varchar
tPatientAuditLog         TableKey                  varchar
tPatientAuditLog         ComputerName              varchar
tPatientAuditLog         AccessDevice              varchar
tPatientAuditLog         ApplicationVersion        varchar
tPatientAuditLog         DomainUserName            varchar
tPatientAuditLog         CreateUserID              int
tPatientAuditLog         CreateUserName            varchar
tPatientAuditLog         DateCreated               datetime
tPatientCase             PatientCaseID             int
tPatientCase             PatientID                 int
tPatientCase             ProgramID                 int
tPatientCase             ProviderID                int
tPatientCase             ClientCaseNumber          varchar
tPatientCase             DateOpened                datetime
tPatientCase             CaseStatus                varchar
tPatientCase             CaseType                  varchar
tPatientCase             Comments                  varchar
tPatientCase             CourtDate                 datetime
tPatientCase             DateClosed                datetime
tPatientCase             ReleaseReceived           datetime
tPatientCase             IsActive                  bit
tPatientCase             IsDeleted                 bit
tPatientCase             ArchiveDate               datetime
tPatientCase             ArchiveDocument           varchar
tPatientCase             UserCreated               varchar
tPatientCase             DateCreated               datetime
tPatientCaseManagement   PatientCaseManagementID   int
tPatientCaseManagement   PatientID                 int
tPatientCaseManagement   VisitID                   int
tPatientCaseManagement   CaseManagementText        varchar
tPatientCaseManagement   ResolutionText            varchar
tPatientCaseManagement   DateResolved              datetime
tPatientCaseManagement   ProviderID                int
tPatientCaseManagement   ProviderName              varchar
tPatientCaseManagement   IsActive                  bit
tPatientCaseManagement   IsDeleted                 bit
tPatientCaseManagement   UserCreated               varchar
tPatientCaseManagement   DateCreated               datetime
tPatientCaseManagement   UserUpdated               varchar
tPatientCaseManagement      DateUpdated                  datetime
tPatientClinicalInfo        PatientClinicalInfoID        int
tPatientClinicalInfo        VisitID                      int
tPatientClinicalInfo        PatientID                    int
tPatientClinicalInfo        Height                       varchar
tPatientClinicalInfo        Weight                       varchar
tPatientClinicalInfo        Pulse                        varchar
tPatientClinicalInfo        BloodPressure                varchar
tPatientClinicalInfo        Temperature                  varchar
tPatientClinicalInfo        RespiratoryRate              varchar
tPatientClinicalInfo        Allergies                    varchar
tPatientClinicalInfo        Reactions                    varchar
tPatientClinicalInfo        LMP                          varchar
tPatientClinicalInfo        Pregnant                     bit
tPatientClinicalInfo        Nursing                      bit
tPatientClinicalInfo        LastPAP                      varchar
tPatientClinicalInfo        CurrentMedications           varchar
tPatientClinicalInfo        PastSurgeries                varchar
tPatientClinicalInfo        PastHospitalizations         varchar
tPatientClinicalInfo        PastMedicalHistory           varchar
tPatientClinicalInfo        TobaccoUse                   bit
tPatientClinicalInfo        TobaccoExposure              bit
tPatientClinicalInfo        AlcoholUse                   bit
tPatientClinicalInfo        HbA1c                        varchar
tPatientClinicalInfo        RandomBloodSugar             varchar
tPatientClinicalInfo        FastingBloodSugar            varchar
tPatientClinicalInfo        TimeofLastMeal               varchar
tPatientClinicalInfo        TimeTested                   varchar
tPatientClinicalInfo        ProstateAntigen              varchar
tPatientClinicalInfo        ArchiveDate                  datetime
tPatientClinicalInfo        ArchiveDocument              varchar
tPatientClinicalInfo        UserCreated                  varchar
tPatientClinicalInfo        DateCreated                  datetime
tPatientClinicalMeasureDW   PatientClinicalMeasureDWID   int
tPatientClinicalMeasureDW   PatientID                    int
tPatientClinicalMeasureDW   VisitID                      int
tPatientClinicalMeasureDW   ServiceID                    int
tPatientClinicalMeasureDW   FullName                     varchar
tPatientClinicalMeasureDW   ClinicalValue                varchar
tPatientClinicalMeasureDW   ClinicalMeasureID            int
tPatientClinicalMeasureDW   ClinicalMeasureName          varchar
tPatientClinicalMeasureDW   ExamCrossMeasureID           int
tPatientClinicalMeasureDW   ExamCrossMeasureText         varchar
tPatientClinicalMeasureDW   SourceName                   varchar
tPatientClinicalMeasureDW   SourceReferenceID            varchar
tPatientClinicalMeasureDW   ArchiveDate                  datetime
tPatientClinicalMeasureDW   ArchiveDocument              varchar
tPatientClinicalMeasureDW   UserCreated                varchar
tPatientClinicalMeasureDW   DateCreated                datetime
tPatientContactActivity     PatientContactActivityID   int
tPatientContactActivity     PatientID                  int
tPatientContactActivity     ProgramID                  int
tPatientContactActivity     ProgramTypeID              int
tPatientContactActivity     ActivityDate               datetime
tPatientContactActivity     SubjectText                varchar
tPatientContactActivity     DetailText                 varchar
tPatientContactActivity     ContactDate                datetime
tPatientContactActivity     ContactActivityTypeID      int
tPatientContactActivity     BatchNumber                varchar
tPatientContactActivity     IsActive                   bit
tPatientContactActivity     IsDeleted                  bit
tPatientContactActivity     LoginID                    varchar
tPatientContactActivity     ArchiveDate                datetime
tPatientContactActivity     ArchiveDocument            varchar
tPatientContactActivity     UserCreated                varchar
tPatientContactActivity     DateCreated                datetime
tPatientDisclosure          PatientDisclosureID        int
tPatientDisclosure          PatientID                  int
tPatientDisclosure          SuperBillNumber            varchar
tPatientDisclosure          FullName                   varchar
tPatientDisclosure          SSN                        varchar
tPatientDisclosure          BirthDate                  datetime
tPatientDisclosure          DisclosedTo                varchar
tPatientDisclosure          DisclosedAddress           varchar
tPatientDisclosure          DisclosedCity              varchar
tPatientDisclosure          DisclosedState             varchar
tPatientDisclosure          DisclosedZip               varchar
tPatientDisclosure          DisclosedPhone             varchar
tPatientDisclosure          DisclosedFax               varchar
tPatientDisclosure          DisclosedReason            varchar
tPatientDisclosure          DisclosedDescription       varchar
tPatientDisclosure          DisclosedBy                varchar
tPatientDisclosure          DisclosedDate              datetime
tPatientDisclosure          ArchiveDate                datetime
tPatientDisclosure          ArchiveDocument            varchar
tPatientDisclosure          UserCreated                varchar
tPatientDisclosure          DateCreated                datetime
tPatientEducationList       PatientEducationListID     int
tPatientEducationList       PatientID                  int
tPatientEducationList       VisitID                    int
tPatientEducationList       ServiceID                  int
tPatientEducationList       EducationText              varchar
tPatientEducationList       ResolutionText             varchar
tPatientEducationList       SeverityID                 int
tPatientEducationList           StatusID                         int
tPatientEducationList           DateResolved                     datetime
tPatientEducationList           ProviderID                       int
tPatientEducationList           ProviderName                     varchar
tPatientEducationList           PatientHasUnderstood             bit
tPatientEducationList           IsActive                         bit
tPatientEducationList           IsDeleted                        bit
tPatientEducationList           UserCreated                      varchar
tPatientEducationList           DateCreated                      datetime
tPatientEducationList           UserUpdated                      varchar
tPatientEducationList           DateUpdated                      datetime
tPatientExternalHealthMeasure   PatientExternalHealthMeasureID   int
tPatientExternalHealthMeasure   PatientID                        int
tPatientExternalHealthMeasure   VisitID                          int
tPatientExternalHealthMeasure   IsActive                         bit
tPatientExternalHealthMeasure   IsDeleted                        bit
tPatientExternalHealthMeasure   ArchiveDate                      datetime
tPatientExternalHealthMeasure   ArchiveDocument                  varchar
tPatientExternalHealthMeasure   UserCreated                      varchar
tPatientExternalHealthMeasure   DateCreated                      datetime
tPatientExternalHealthMeasure   UserUpdated                      varchar
tPatientExternalHealthMeasure   DateUpdated                      datetime
tPatientExternalHealthMeasure   CodesetID                        int
tPatientExternalHealthMeasure   MeasureID                        int
tPatientExternalHealthMeasure   MeasureCode                      varchar
tPatientExternalHealthMeasure   MeasureCodeDescription           varchar
tPatientExternalHealthMeasure   MeasureValue                     varchar
tPatientExternalHealthMeasure   MeasureValueDate                 datetime
tPatientExternalHealthMeasure   MeasureSource                    varchar
tPatientExternalHealthMeasure   AccessControlLevel               int
tPatientExternalHealthMeasure   ReviewedDate                     datetime
tPatientExternalHealthMeasure   ReviewedLoginName                varchar
tPatientExternalHealthMeasure   Comment                          varchar
tPatientExternalHealthMeasure   HealthMeasureID                  int
tPatientFax                     PatientFaxID                     int
tPatientFax                     PatientID                        int
tPatientFax                     VisitID                          int
tPatientFax                     PatientMedicationID              int
tPatientFax                     FaxSiteID                        int
tPatientFax                     FaxName                          varchar
tPatientFax                     Address                          varchar
tPatientFax                     City                             varchar
tPatientFax                     State                            varchar
tPatientFax                     Zip                              varchar
tPatientFax                     PhoneNumber                      varchar
tPatientFax                     FaxNumber                        varchar
tPatientFax                     FaxComments                      varchar
tPatientFax             FaxInstructions            varchar
tPatientFax             FaxSentDate                datetime
tPatientFax             FaxConfirmationDate        datetime
tPatientFax             IsActive                   bit
tPatientFax             IsDeleted                  bit
tPatientFax             ArchiveDate                datetime
tPatientFax             ArchiveDocument            varchar
tPatientFax             UserCreated                varchar
tPatientFax             DateCreated                datetime
tPatientForm            PatientFormID              int
tPatientForm            PatientID                  int
tPatientForm            FormLibraryID              int
tPatientForm            FormXML                    xml
tPatientForm            IsSigned                   bit
tPatientForm            IsOnFile                   bit
tPatientForm            IsActive                   bit
tPatientForm            IsDeleted                  bit
tPatientForm            ArchiveDate                datetime
tPatientForm            ArchiveDocument            varchar
tPatientForm            UserCreated                varchar
tPatientForm            DateCreated                datetime
tPatientHealthMeasure   PatientHealthMeasureID     int
tPatientHealthMeasure   HealthMeasureID            int
tPatientHealthMeasure   PatientID                  int
tPatientHealthMeasure   IsActive                   bit
tPatientHealthMeasure   IsDeleted                  bit
tPatientHealthMeasure   UserCreated                varchar
tPatientHealthMeasure   DateCreated                datetime
tPatientHealthMeasure   UserUpdated                varchar
tPatientHealthMeasure   DateUpdated                datetime
tPatientHealthMeasure   HealthMeasure              varchar
tPatientHealthMeasure   HealthMeasureDescription   varchar
tPatientHealthMeasure   Interval                   int
tPatientHealthMeasure   IntervalPeriod             varchar
tPatientHealthMeasure   ServiceID                  int
tPatientHealthMeasure   HealthMeasureSQL           varchar
tPatientHealthMeasure   GenderID                   int
tPatientHealthMeasure   ProcessName                varchar
tPatientHealthMeasure   Age                        varchar
tPatientHealthMeasure   MeasureID                  int
tPatientHealthMeasure   HealthMeasureCategory      varchar
tPatientHealthMeasure   ActionName                 varchar
tPatientHealthMeasure   ValueRange                 varchar
tPatientHealthMeasure   ProcessID                  int
tPatientHealthMeasure   IsCodeRequired             bit
tPatientHealthMeasure   IsValueRequired            bit
tPatientHealthMeasure   ValueTemplate              varchar
tPatientHealthMeasure   OrderDate                datetime
tPatientHealthMeasure   OrderStatus              varchar
tPatientHealthMeasure   OrderComment             varchar
tPatientHealthMeasure   LastDate                 datetime
tPatientHealthMeasure   Measurement              varchar
tPatientHealthMeasure   Status                   varchar
tPatientHealthMeasure   LimitMonth               datetime
tPatientHealthMeasure   EventID                  int
tPatientImmunization    PatientImmunizationID    int
tPatientImmunization    PatientID                int
tPatientImmunization    VisitProcedureID         int
tPatientImmunization    ImmunizationID           int
tPatientImmunization    LotNumber                varchar
tPatientImmunization    Units                    varchar
tPatientImmunization    DoseNumber               varchar
tPatientImmunization    AdminSite                varchar
tPatientImmunization    ProviderCode             varchar
tPatientImmunization    ExpirationDate           datetime
tPatientImmunization    PatientRefused           bit
tPatientImmunization    Comments                 varchar
tPatientImmunization    DateGiven                datetime
tPatientImmunization    LocationGiven            varchar
tPatientImmunization    ImmunizationType         varchar
tPatientImmunization    RouteCode                varchar
tPatientImmunization    Route                    varchar
tPatientImmunization    MfgNameCode              varchar
tPatientImmunization    MfgName                  varchar
tPatientImmunization    ImmunizationName         varchar
tPatientImmunization    AdminSiteName            varchar
tPatientImmunization    ProviderName             varchar
tPatientImmunization    CVXCode                  varchar
tPatientImmunization    CVXShortName             varchar
tPatientImmunization    OrderingProviderID       int
tPatientImmunization    OrderingProviderName     varchar
tPatientImmunization    NotGiven                 bit
tPatientImmunization    WasGivenElsewhere        bit
tPatientImmunization    PublicityCode            varchar
tPatientImmunization    ProtectionCode           varchar
tPatientImmunization    CreateUserID             int
tPatientImmunization    ImmunizationSourceCode   varchar
tPatientImmunization    ResponsiblePartyID       int
tPatientImmunization    RefusedCode              varchar
tPatientImmunization    CompletionCode           varchar
tPatientImmunization    FundingSource            varchar
tPatientImmunization    VISPublishDate           datetime
tPatientImmunization    VISDateGiven             datetime
tPatientImmunization    IsActive                 bit
tPatientImmunization       IsDeleted                   bit
tPatientImmunization       ArchiveDate                 datetime
tPatientImmunization       ArchiveDocument             varchar
tPatientImmunization       UserCreated                 varchar
tPatientImmunization       DateCreated                 datetime
tPatientImmunization       UserUpdated                 varchar
tPatientImmunization       DateUpdated                 datetime
tPatientLab                PatientLabID                int
tPatientLab                ACN                         varchar
tPatientLab                VisitID                     int
tPatientLab                LastName                    varchar
tPatientLab                FirstName                   varchar
tPatientLab                MiddleName                  varchar
tPatientLab                Birthdate                   datetime
tPatientLab                Gender                      varchar
tPatientLab                Address1                    varchar
tPatientLab                Address2                    varchar
tPatientLab                City                        varchar
tPatientLab                StateCode                   varchar
tPatientLab                ZipCode                     varchar
tPatientLab                HomePhone                   varchar
tPatientLab                WorkPhone                   varchar
tPatientLab                AccountNumber               varchar
tPatientLab                SSN                         varchar
tPatientLab                OtherPatientID              varchar
tPatientLab                NewPatientID                int
tPatientLab                DoNotUse                    bit
tPatientLab                PatientID                   int
tPatientLab                ArchiveDate                 datetime
tPatientLab                ArchiveDocument             varchar
tPatientLab                UserCreated                 varchar
tPatientLab                DateCreated                 datetime
tPatientLog                PatientLogID                int
tPatientLog                PatientID                   int
tPatientLog                LastName                    varchar
tPatientLog                FirstName                   varchar
tPatientLog                InDel                       varchar
tPatientLog                UName                       varchar
tPatientLog                UComputer                   varchar
tPatientLog                TimeDateStamp               datetime
tPatientLog                ArchiveDate                 datetime
tPatientLog                ArchiveDocument             varchar
tPatientLog                UserCreated                 varchar
tPatientLog                DateCreated                 datetime
tPatientMedicalCondition   PatientMedicalConditionID   int
tPatientMedicalCondition   PatientID                   int
tPatientMedicalCondition   MedicalConditionID          int
tPatientMedicalCondition   ServiceID                   int
tPatientMedicalCondition   Comment                     varchar
tPatientMedicalCondition   SeverityID                  int
tPatientMedicalCondition   StatusID                    int
tPatientMedicalCondition   DateStarted                 datetime
tPatientMedicalCondition   DateEnded                   datetime
tPatientMedicalCondition   ProviderID                  int
tPatientMedicalCondition   ProviderName                varchar
tPatientMedicalCondition   IsActive                    bit
tPatientMedicalCondition   IsDeleted                   bit
tPatientMedicalCondition   UserCreated                 varchar
tPatientMedicalCondition   DateCreated                 datetime
tPatientMedicalCondition   UserUpdated                 varchar
tPatientMedicalCondition   DateUpdated                 datetime
tPatientMedication         PatientMedicationID         int
tPatientMedication         PatientID                   int
tPatientMedication         VisitID                     int
tPatientMedication         MedicationStatusID          int
tPatientMedication         MedicationStatus            varchar
tPatientMedication         BrandID                     varchar
tPatientMedication         Brand                       varchar
tPatientMedication         Qty                         decimal
tPatientMedication         NDCNumber                   varchar
tPatientMedication         DosageID                    varchar
tPatientMedication         Dosage                      varchar
tPatientMedication         SigID                       varchar
tPatientMedication         Sig                         varchar
tPatientMedication         TherapeuticClassID          varchar
tPatientMedication         TherapeuticClass            varchar
tPatientMedication         Notes                       varchar
tPatientMedication         ProviderNotes               varchar
tPatientMedication         RefillNotes                 varchar
tPatientMedication         RefillCount                 int
tPatientMedication         DatePrescribed              datetime
tPatientMedication         PatientMedicationIDParent   int
tPatientMedication         IsNeedyMeds                 bit
tPatientMedication         PharmacySource              varchar
tPatientMedication         ProviderID                  int
tPatientMedication         ProviderName                varchar
tPatientMedication         IsDiscontinued              bit
tPatientMedication         IsNonFormulary              bit
tPatientMedication         IsOTC                       bit
tPatientMedication         UomCode                     varchar
tPatientMedication         UomDescription              varchar
tPatientMedication         DiscontinuedDate            datetime
tPatientMedication         DiscontinuedProviderID      int
tPatientMedication         DiscontinuedProviderName    varchar
tPatientMedication      DiscontinuedReason           varchar
tPatientMedication      WasPrescribedElsewhere       bit
tPatientMedication      PrescribedElsewhereNotes     varchar
tPatientMedication      WasSpecialistPrescribed      bit
tPatientMedication      DrugID                       varchar
tPatientMedication      IsVitamin                    bit
tPatientMedication      DEAClassCode                 varchar
tPatientMedication      PCPProviderID                int
tPatientMedication      PCPProviderName              varchar
tPatientMedication      PharmacyNote                 varchar
tPatientMedication      IsSubstitutionAllowed        bit
tPatientMedication      DrugInventoryID              int
tPatientMedication      ExpireDate                   datetime
tPatientMedication      LotNumber                    varchar
tPatientMedication      ControlledNumber             varchar
tPatientMedication      DaysSupply                   int
tPatientMedication      IsSupply                     bit
tPatientMedication      IsCompound                   bit
tPatientMedication      SupplyOrCompoundName         varchar
tPatientMedication      CurrentStatus                varchar
tPatientMedication      CurrentStatusAsOfDate        datetime
tPatientMedication      ReasonForRx                  varchar
tPatientMedication      OriginalSig                  varchar
tPatientMedication      IsActive                     bit
tPatientMedication      IsDeleted                    bit
tPatientMedication      ArchiveDate                  datetime
tPatientMedication      ArchiveDocument              varchar
tPatientMedication      UserCreated                  varchar
tPatientMedication      DateCreated                  datetime
tPatientMedicationLog   PatientMedicationLogID       int
tPatientMedicationLog   PatientMedicationID          int
tPatientMedicationLog   PatientMedicationPendingID   int
tPatientMedicationLog   PatientID                    int
tPatientMedicationLog   MessageIDCode                varchar
tPatientMedicationLog   PrescriberIDCode             varchar
tPatientMedicationLog   PrescriptionIDCode           varchar
tPatientMedicationLog   Drug                         varchar
tPatientMedicationLog   Pharmacy                     varchar
tPatientMedicationLog   WebServiceName               varchar
tPatientMedicationLog   StatusFlag                   varchar
tPatientMedicationLog   Notes                        varchar
tPatientMedicationLog   MedicationStatusID           int
tPatientMedicationLog   BatchNumber                  varchar
tPatientMedicationLog   DrugID                       varchar
tPatientMedicationLog   IsActive                     bit
tPatientMedicationLog   IsDeleted                    bit
tPatientMedicationLog   ArchiveDate                  datetime
tPatientMedicationLog       ArchiveDocument              varchar
tPatientMedicationLog       UserCreated                  varchar
tPatientMedicationLog       DateCreated                  datetime
tPatientMedicationPending   PatientMedicationPendingID   int
tPatientMedicationPending   VisitID                      int
tPatientMedicationPending   Medication                   varchar
tPatientMedicationPending   Qty                          decimal
tPatientMedicationPending   Sig                          varchar
tPatientMedicationPending   Notes                        varchar
tPatientMedicationPending   ProviderNotes                varchar
tPatientMedicationPending   RefillNotes                  varchar
tPatientMedicationPending   RefillCount                  int
tPatientMedicationPending   DatePrescribed               datetime
tPatientMedicationPending   IsNeedyMeds                  bit
tPatientMedicationPending   IsDiscontinued               bit
tPatientMedicationPending   IsCancel                     bit
tPatientMedicationPending   IsNonFormulary               bit
tPatientMedicationPending   IsOTC                        bit
tPatientMedicationPending   DosageID                     varchar
tPatientMedicationPending   Dosage                       varchar
tPatientMedicationPending   SigID                        varchar
tPatientMedicationPending   TherapeuticClassID           varchar
tPatientMedicationPending   TherapeuticClass             varchar
tPatientMedicationPending   PatientMedicationIDParent    int
tPatientMedicationPending   PharmacySource               varchar
tPatientMedicationPending   ProviderID                   int
tPatientMedicationPending   ProviderName                 varchar
tPatientMedicationPending   UomCode                      varchar
tPatientMedicationPending   UomDescription               varchar
tPatientMedicationPending   BrandID                      varchar
tPatientMedicationPending   IsRefill                     bit
tPatientMedicationPending   NDCNumber                    varchar
tPatientMedicationPending   PatientMedicationID          int
tPatientMedicationPending   PatientID                    int
tPatientMedicationPending   MedicationStatusID           int
tPatientMedicationPending   MedicationStatus             varchar
tPatientMedicationPending   Brand                        varchar
tPatientMedicationPending   DiscontinuedDate             datetime
tPatientMedicationPending   DiscontinuedProviderID       int
tPatientMedicationPending   DiscontinuedProviderName     varchar
tPatientMedicationPending   DiscontinuedReason           varchar
tPatientMedicationPending   WasPrescribedElsewhere       bit
tPatientMedicationPending   PrescribedElsewhereNotes     varchar
tPatientMedicationPending   WasSpecialistPrescribed      bit
tPatientMedicationPending   DrugID                       varchar
tPatientMedicationPending   IsVitamin                    bit
tPatientMedicationPending   DEAClassCode                 varchar
tPatientMedicationPending            PCPProviderID                         int
tPatientMedicationPending            PCPProviderName                       varchar
tPatientMedicationPending            PharmacyNote                          varchar
tPatientMedicationPending            IsSubstitutionAllowed                 bit
tPatientMedicationPending            DrugInventoryID                       int
tPatientMedicationPending            ExpireDate                            datetime
tPatientMedicationPending            LotNumber                             varchar
tPatientMedicationPending            ControlledNumber                      varchar
tPatientMedicationPending            DaysSupply                            int
tPatientMedicationPending            IsSupply                              bit
tPatientMedicationPending            IsCompound                            bit
tPatientMedicationPending            SupplyOrCompoundName                  varchar
tPatientMedicationPending            ReasonForRx                           varchar
tPatientMedicationPending            OriginalSig                           varchar
tPatientMedicationPending            IsActive                              bit
tPatientMedicationPending            IsDeleted                             bit
tPatientMedicationPending            UserCreated                           varchar
tPatientMedicationPending            DateCreated                           datetime
tPatientMedicationPending            UserUpdated                           varchar
tPatientMedicationPending            DateUpdated                           datetime
tPatientMedicationPrescriptionSent   PatientMedicationPrescriptionSentID   int
tPatientMedicationPrescriptionSent   PatientMedicationID                   int
tPatientMedicationPrescriptionSent   PatientMedicationPendingID            int
tPatientMedicationPrescriptionSent   PatientID                             int
tPatientMedicationPrescriptionSent   MessageIDCode                         varchar
tPatientMedicationPrescriptionSent   Status                                varchar
tPatientMedicationPrescriptionSent   StatusFlag                            varchar
tPatientMedicationPrescriptionSent   RouteStatus                           varchar
tPatientMedicationPrescriptionSent   SentDate                              datetime
tPatientMedicationPrescriptionSent   Medication                            varchar
tPatientMedicationPrescriptionSent   PrescriberIDCode                      varchar
tPatientMedicationPrescriptionSent   PrescriptionIDCode                    varchar
tPatientMedicationPrescriptionSent   RxRefillNumber                        varchar
tPatientMedicationPrescriptionSent   PharmacyNCPDPID                       varchar
tPatientMedicationPrescriptionSent   DrugIDCode                            varchar
tPatientMedicationPrescriptionSent   Supply                                bit
tPatientMedicationPrescriptionSent   Compound                              bit
tPatientMedicationPrescriptionSent   SupplyOrCompoundName                  varchar
tPatientMedicationPrescriptionSent   Directions                            varchar
tPatientMedicationPrescriptionSent   Qty                                   decimal
tPatientMedicationPrescriptionSent   QtyQual                               varchar
tPatientMedicationPrescriptionSent   Refills                               int
tPatientMedicationPrescriptionSent   RefillsQual                           varchar
tPatientMedicationPrescriptionSent   DaysSupply                            int
tPatientMedicationPrescriptionSent   SubstitutionAllowedFlag               varchar
tPatientMedicationPrescriptionSent   PharmacyNote                          varchar
tPatientMedicationPrescriptionSent   Schedule                              int
tPatientMedicationPrescriptionSent   FormularyDisplayFlags       varchar
tPatientMedicationPrescriptionSent   FormularyStatus             varchar
tPatientMedicationPrescriptionSent   IsActive                    bit
tPatientMedicationPrescriptionSent   IsDeleted                   bit
tPatientMedicationPrescriptionSent   ArchiveDate                 datetime
tPatientMedicationPrescriptionSent   ArchiveDocument             varchar
tPatientMedicationPrescriptionSent   UserCreated                 varchar
tPatientMedicationPrescriptionSent   DateCreated                 datetime
tPatientMedicationReview             PatientMedicationReviewID   int
tPatientMedicationReview             PatientMedicationID         int
tPatientMedicationReview             VisitID                     int
tPatientMedicationReview             PatientID                   int
tPatientMedicationReview             MedicationReviewStatusID    int
tPatientMedicationReview             MedicationReviewStatus      varchar
tPatientMedicationReview             ReviewNotes                 varchar
tPatientMedicationReview             ReviewedBy                  varchar
tPatientMedicationReview             ReviewedByDate              datetime
tPatientMedicationReview             ReviewedByID                int
tPatientMedicationReview             IsActive                    bit
tPatientMedicationReview             IsDeleted                   bit
tPatientMedicationReview             ArchiveDate                 datetime
tPatientMedicationReview             ArchiveDocument             varchar
tPatientMedicationReview             UserCreated                 varchar
tPatientMedicationReview             DateCreated                 datetime
tPatientPrintObject                  PatientPrintObjectID        int
tPatientPrintObject                  PatientID                   int
tPatientPrintObject                  VisitID                     int
tPatientPrintObject                  FormLibraryID               int
tPatientPrintObject                  ReportID                    int
tPatientPrintObject                  HasBeenPrinted              bit
tPatientPrintObject                  DatePrinted                 datetime
tPatientPrintObject                  ArchiveDate                 datetime
tPatientPrintObject                  ArchiveDocument             varchar
tPatientPrintObject                  UserCreated                 varchar
tPatientPrintObject                  DateCreated                 datetime
tPatientPrintObject                  FilePath                    varchar
tPatientPrintObject                  FileName                    varchar
tPatientProblemList                  PatientProblemListID        int
tPatientProblemList                  PatientID                   int
tPatientProblemList                  VisitID                     int
tPatientProblemList                  ServiceID                   int
tPatientProblemList                  SNOMED_CID                  varchar
tPatientProblemList                  SNOMED_FSN                  varchar
tPatientProblemList                  ProblemText                 varchar
tPatientProblemList                  ResolutionText              varchar
tPatientProblemList                  SeverityID                  int
tPatientProblemList                  StatusID                    int
tPatientProblemList     DateResolved             datetime
tPatientProblemList     ProviderID               int
tPatientProblemList     ProviderName             varchar
tPatientProblemList     IsActive                 bit
tPatientProblemList     IsDeleted                bit
tPatientProblemList     UserCreated              varchar
tPatientProblemList     DateCreated              datetime
tPatientProblemList     UserUpdated              varchar
tPatientProblemList     DateUpdated              datetime
tPatientTickle          PatientTickleID          int
tPatientTickle          PatientID                int
tPatientTickle          VisitID                  int
tPatientTickle          TickleItemID             int
tPatientTickle          TickleItem               varchar
tPatientTickle          TickleTypeID             int
tPatientTickle          TickleType               varchar
tPatientTickle          TickleDate               datetime
tPatientTickle          TickleDateCompleted      datetime
tPatientTickle          PatientNotes             varchar
tPatientTickle          TicklePriority           int
tPatientTickle          TickleOwnerID            int
tPatientTickle          TickleOwner              varchar
tPatientTickle          ArchiveDate              datetime
tPatientTickle          ArchiveDocument          varchar
tPatientTickle          UserCreated              varchar
tPatientTickle          DateCreated              datetime
tPatientTreatmentPlan   PatientTreatmentPlanID   int
tPatientTreatmentPlan   PatientID                int
tPatientTreatmentPlan   VisitID                  int
tPatientTreatmentPlan   ProviderID               int
tPatientTreatmentPlan   ProviderName             varchar
tPatientTreatmentPlan   LongTermGoal             varchar
tPatientTreatmentPlan   NextReviewDate           datetime
tPatientTreatmentPlan   StartDate                datetime
tPatientTreatmentPlan   CompletedDate            datetime
tPatientTreatmentPlan   PlanStatus               varchar
tPatientTreatmentPlan   Comment                  varchar
tPatientTreatmentPlan   PatientProblemListID     int
tPatientTreatmentPlan   IsActive                 bit
tPatientTreatmentPlan   IsDeleted                bit
tPatientTreatmentPlan   UserCreated              varchar
tPatientTreatmentPlan   DateCreated              datetime
tPatientTreatmentPlan   UserUpdated              varchar
tPatientTreatmentPlan   DateUpdated              datetime
tPatientWorksheet       PatientWorksheetID       int
tPatientWorksheet       PatientID                int
tPatientWorksheet       Name                     varchar
tPatientWorksheet   Comment                varchar
tPatientWorksheet   Indication             varchar
