TABLE_NAME     COLUMN_NAME            DATA_TYPE
tBillingDetail             DateUpdated                 datetime
tBillingDetailConversion   BillingDetailConversionID   int
tBillingDetailConversion   BillingHeaderConversionID   int
tBillingDetailConversion   BillingLine                 int
tBillingDetailConversion   VisitProcedureID            int
tBillingDetailConversion   VisitID                     int
tBillingDetailConversion   BillingPaymentHeaderID      int
tBillingDetailConversion   BillingItemText             varchar
tBillingDetailConversion   ProviderID                  int
tBillingDetailConversion   ProviderName                varchar
tBillingDetailConversion   PayerID                     int
tBillingDetailConversion   PayerName                   varchar
tBillingDetailConversion   PayerTypeID                 int
tBillingDetailConversion   PatientID                   int
tBillingDetailConversion   AccountNumber               varchar
tBillingDetailConversion   AccountTypeID               int
tBillingDetailConversion   AccountID                   int
tBillingDetailConversion   Subaccount                  varchar
tBillingDetailConversion   AdjustmentCodeID            int
tBillingDetailConversion   AdjustmentText              varchar
tBillingDetailConversion   Amount                      money
tBillingDetailConversion   Quantity                    int
tBillingDetailConversion   ClearingDate                datetime
tBillingDetailConversion   ClearingDocumentID          int
tBillingDetailConversion   ExternalAccount             varchar
tBillingDetailConversion   ArchiveDate                 datetime
tBillingDetailConversion   ArchiveDocument             varchar
tBillingDetailConversion   UserCreated                 varchar
tBillingDetailConversion   DateCreated                 datetime
tBillingHeader             BillingHeaderID             int
tBillingHeader             VisitID                     int
tBillingHeader             PatientID                   int
tBillingHeader             FullName                    varchar
tBillingHeader             ProviderID                  int
tBillingHeader             ProviderName                varchar
tBillingHeader             PayerID                     int
tBillingHeader             PayerName                   varchar
tBillingHeader             DocumentStatusID            int
tBillingHeader             DocumentStatus              varchar
tBillingHeader             BillingHeaderText           varchar
tBillingHeader             PrintDate                   datetime
tBillingHeader             ReprintDate                 datetime
tBillingHeader             TransmitDate                datetime
tBillingHeader             DocumentTypeAccountID       int
tBillingHeader             DocumentType                varchar
tBillingHeader             DocumentDate                datetime
tBillingHeader             PostingDate                 datetime
tBillingHeader             ReverseDocumentID           int
tBillingHeader             ReverseReasonID             int
tBillingHeader             LinkFromDocumentID          int
tBillingHeader             LinkToDocumentID            int
tBillingHeader             ServiceID                   int
tBillingHeader             ArchiveDate                 datetime
tBillingHeader             ArchiveDocument             varchar
tBillingHeader             UserCreated                 varchar
tBillingHeader             DateCreated                 datetime
tBillingHeaderConversion   BillingHeaderConversionID   int
tBillingHeaderConversion   VisitID                     int
tBillingHeaderConversion   PatientID                   int
tBillingHeaderConversion   FullName                    varchar
tBillingHeaderConversion   ProviderID                  int
tBillingHeaderConversion   ProviderName                varchar
tBillingHeaderConversion   PayerID                     int
tBillingHeaderConversion   PayerName                   varchar
tBillingHeaderConversion   DocumentStatusID            int
tBillingHeaderConversion   DocumentStatus              varchar
tBillingHeaderConversion   BillingHeaderText           varchar
tBillingHeaderConversion   PrintDate                   datetime
tBillingHeaderConversion   ReprintDate                 datetime
tBillingHeaderConversion   TransmitDate                datetime
tBillingHeaderConversion   DocumentTypeAccountID       int
tBillingHeaderConversion   DocumentType                varchar
tBillingHeaderConversion   DocumentDate                datetime
tBillingHeaderConversion   PostingDate                 datetime
tBillingHeaderConversion   ReverseDocumentID           int
tBillingHeaderConversion   ReverseReasonID             int
tBillingHeaderConversion   LinkFromDocumentID          int
tBillingHeaderConversion   LinkToDocumentID            int
tBillingHeaderConversion   ServiceID                   int
tBillingHeaderConversion   ArchiveDate                 datetime
tBillingHeaderConversion   ArchiveDocument          varchar
tBillingHeaderConversion   UserCreated              varchar
tBillingHeaderConversion   DateCreated              datetime
tBillingPaymentDetail      BillingPaymentDetailID   int
tBillingPaymentDetail      BillingPaymentHeaderID   int
tBillingPaymentDetail      PatientID                int
tBillingPaymentDetail      PaymentCodeID            int
tBillingPaymentDetail      PaymentCodeText          varchar
tBillingPaymentDetail      Description              varchar
tBillingPaymentDetail      AccountNumber            varchar
tBillingPaymentDetail      AccountTypeID            int
tBillingPaymentDetail      AccountID                int
tBillingPaymentDetail      Amount                   money
tBillingPaymentDetail      ClearingDate             datetime
tBillingPaymentDetail      ClearingDocumentID       int
tBillingPaymentDetail      ExternalAccount          varchar
tBillingPaymentDetail      Comment                  varchar
tBillingPaymentDetail      ServiceID                int
tBillingPaymentDetail      ArchiveDate              datetime
tBillingPaymentDetail      ArchiveDocument          varchar
tBillingPaymentDetail      UserCreated              varchar
tBillingPaymentDetail      DateCreated              datetime
tBillingPaymentDetail      UserUpdated              varchar
tBillingPaymentDetail      DateUpdated              datetime
tCallQueueItem             CallQueueItemID          int
tCallQueueItem             CallQueueStepID          int
tCallQueueItem             PatientID                int
tCallQueueItem             TriggerVisitID           int
tCallQueueItem             TriggerEventID           int
tCallQueueItem             EarlyStart               datetime
tCallQueueItem             LateFinish               datetime
tCallQueueItem             ActivityDate             datetime
tCallQueueItem             ActivityUser             varchar
tCallQueueItem             ActivityComment          varchar
tCallQueueItem             ReferenceTable           varchar
tCallQueueItem             ReferenceKey             int
tCallQueueItem             ReferenceValue           varchar
tCallQueueItem             CallDisposition          varchar
tCallQueueItem             IsFinal                  bit
tCallQueueItem             IsActive                 bit
tCallQueueItem             IsDeleted                bit
tCallQueueItem             UserCreated              varchar
tCallQueueItem             DateCreated              datetime
tCBEExam                   CBEExamID                int
tCBEExam                   PatientID                int
tCBEExam                   VisitID                  int
tCBEExam                   ExamID                   int
tCBEExam   VisitPurpose        varchar
tCBEExam   VisitPurposeFU      varchar
tCBEExam   VisitPurposeOther   varchar
tCBEExam   CBELastDate         datetime
tCBEExam   CBELastResult       varchar
tCBEExam   BCHPatientAge       varchar
tCBEExam   BCHMotherAge        varchar
tCBEExam   BCHSisterAge        varchar
tCBEExam   BCHDaughterAge      varchar
tCBEExam   BCHAuntAge          varchar
tCBEExam   BCHMaleAge          varchar
tCBEExam   RBHLastMamo         varchar
tCBEExam   RBHLastMens         varchar
tCBEExam   RBHBiopsy           varchar
tCBEExam   RBHHRTUse           varchar
tCBEExam   RBHBiopsyDates      varchar
tCBEExam   RBHHRTUseDates      varchar
tCBEExam   RBHAugment          varchar
tCBEExam   RBHReduction        varchar
tCBEExam   PCNone              bit
tCBEExam   PCLump              bit
tCBEExam   PCLumpR             bit
tCBEExam   PCLumpL             bit
tCBEExam   PCLumpC             bit
tCBEExam   PCLumpDate          varchar
tCBEExam   PCNipple            bit
tCBEExam   PCNippleR           bit
tCBEExam   PCNippleL           bit
tCBEExam   PCNippleC           bit
tCBEExam   PCNippleDate        varchar
tCBEExam   PCNippleSkin        bit
tCBEExam   PCNippleSkinR       bit
tCBEExam   PCNippleSkinL       bit
tCBEExam   PCNippleSkinC       bit
tCBEExam   PCNippleSkinDate    varchar
tCBEExam   PCErythem           bit
tCBEExam   PCErythemR          bit
tCBEExam   PCErythemL          bit
tCBEExam   PCErythemC          bit
tCBEExam   PCErythemDate       varchar
tCBEExam   PCRash              bit
tCBEExam   PCRashR             bit
tCBEExam   PCRashL             bit
tCBEExam   PCRashC             bit
tCBEExam   PCRashDate          varchar
tCBEExam   PCBreastPain        bit
tCBEExam   PCBreastPainR       bit
tCBEExam   PCBreastPainL      bit
tCBEExam   PCBreastPainC      bit
tCBEExam   PCBreastPainDate   varchar
tCBEExam   PCOther            bit
tCBEExam   PCOtherR           bit
tCBEExam   PCOtherL           bit
tCBEExam   PCOtherC           bit
tCBEExam   PCOtherDate        varchar
tCBEExam   PCOtherText        varchar
tCBEExam   BFNone             bit
tCBEExam   BFFineR            bit
tCBEExam   BFFineL            bit
tCBEExam   BFFineDP           varchar
tCBEExam   BFFineOC           varchar
tCBEExam   BFFineDN           varchar
tCBEExam   BFDenseR           bit
tCBEExam   BFDenseL           bit
tCBEExam   BFDenseDP          varchar
tCBEExam   BFDenseOC          varchar
tCBEExam   BFDenseDN          varchar
tCBEExam   BFSkinR            bit
tCBEExam   BFSkinL            bit
tCBEExam   BFSkinDP           varchar
tCBEExam   BFSkinOC           varchar
tCBEExam   BFSkinDN           varchar
tCBEExam   BFNippleR          bit
tCBEExam   BFNippleL          bit
tCBEExam   BFNippleDP         varchar
tCBEExam   BFNippleOC         varchar
tCBEExam   BFNippleDN         varchar
tCBEExam   BFTenderR          bit
tCBEExam   BFTenderL          bit
tCBEExam   BFTenderDP         varchar
tCBEExam   BFTenderOC         varchar
tCBEExam   BFTenderDN         varchar
tCBEExam   BFDischargeR       bit
tCBEExam   BFDischargeL       bit
tCBEExam   BFDischargeDP      varchar
tCBEExam   BFDischargeOC      varchar
tCBEExam   BFDischargeDN      varchar
tCBEExam   BFMassR            bit
tCBEExam   BFMassL            bit
tCBEExam   BFMassDP           varchar
tCBEExam   BFMassOC           varchar
tCBEExam   BFMassDN           varchar
tCBEExam   BFSymmetry         bit
tCBEExam   DMShape            varchar
tCBEExam   DMMargins             varchar
tCBEExam   DMSize                varchar
tCBEExam   DMTexture             varchar
tCBEExam   DMMobility            varchar
tCBEExam   DMOther1              varchar
tCBEExam   DMOther2              varchar
tCBEExam   LNAWNLR               bit
tCBEExam   LNAWNLL               bit
tCBEExam   LNAEnlargedR          bit
tCBEExam   LNAEnlargedL          bit
tCBEExam   LNAFixedR             bit
tCBEExam   LNAFixedL             bit
tCBEExam   LNAMobileR            bit
tCBEExam   LNAMobileL            bit
tCBEExam   CLSupraWNLR           bit
tCBEExam   CLSupraWNLL           bit
tCBEExam   CLSupraEnlargedR      bit
tCBEExam   CLSupraEnlargedL      bit
tCBEExam   CLInfraWNLR           bit
tCBEExam   CLInfraWNLL           bit
tCBEExam   CLInfraEnlargedR      bit
tCBEExam   CLInfraEnlargedL      bit
tCBEExam   CBEDate               datetime
tCBEExam   CBEResult             varchar
tCBEExam   CBEImageDate          datetime
tCBEExam   CBEImageRef           varchar
tCBEExam   CBEPatientEducation   varchar
tCBEExam   OverallSummary        varchar
tCBEExam   CMDate1               datetime
tCBEExam   CMDate2               datetime
tCBEExam   CMDate3               datetime
tCBEExam   CMDate4               datetime
tCBEExam   CMDate5               datetime
tCBEExam   CMDate6               datetime
tCBEExam   CMDate7               datetime
tCBEExam   CMDate8               datetime
tCBEExam   CMDate9               datetime
tCBEExam   CMDate10              datetime
tCBEExam   CMFinalDiagnosis      varchar
tCBEExam   CMFinalDate           datetime
tCBEExam   CMOther               varchar
tCBEExam   IsActive              bit
tCBEExam   IsDeleted             bit
tCBEExam   UserCreated           varchar
tCBEExam   DateCreated           datetime
tCBEExam   UserUpdated           varchar
tCBEExam   DateUpdated           datetime
tEmailMessage   EmailMessageID       int
tEmailMessage   EmailMessageBodyID   int
tEmailMessage   PatientID            int
tEmailMessage   ReferenceKey         int
tEmailMessage   ReferenceValue       varchar
tEmailMessage   FromAPIKey           varchar
tEmailMessage   FromDomain           varchar
tEmailMessage   FromName             varchar
tEmailMessage   FromAddress          varchar
tEmailMessage   ToName               varchar
tEmailMessage   ToAddress            varchar
tEmailMessage   DateSent             datetime
tEmailMessage   ReturnCode           varchar
tEmailMessage   ReturnText           varchar
tEmailMessage   ReturnDesc           varchar
tEmailMessage   ExternalSystemID     int
tEmailMessage   ExternalReference    varchar
tEmailMessage   DeliveryStatus       varchar
tEmailMessage   DeliveryTime         datetime
tEmailMessage   OpenStatus           varchar
tEmailMessage   OpenTime             datetime
tEmailMessage   UserCreated          varchar
tEmailMessage   DateCreated          datetime
tEvent          EventID              int
tEvent          ResourceID           int
tEvent          Subject              varchar
tEvent          Location             varchar
tEvent          StartDate            datetime
tEvent          StartTime            datetime
tEvent          EndDate              datetime
tEvent          EndTime              datetime
tEvent          DueDate              datetime
tEvent          IsPrivate            bit
tEvent          CreatedBy            varchar
tEvent          CreatedOn            datetime
tEvent          OwnedBy              varchar
tEvent          PercentComplete      int
tEvent          StatusCode           int
tEvent          EventTypeName        varchar
tEvent          Contact              varchar
tEvent          Priority             varchar
tEvent          Notes                varchar
tEvent          EventCategory        varchar
tEvent          AlarmFileName        varchar
tEvent          AlarmSet             varchar
tEvent          IsDone               bit
tEvent          AlarmMsg             varchar
tEvent   AlarmLeadIndex     varchar
tEvent   Reminder           varchar
tEvent   ReminderTime       datetime
tEvent   ReminderDate       datetime
tEvent   ShowTimeAs         varchar
tEvent   Category           varchar
tEvent   IsAllDayEvent      bit
tEvent   RecurrenceID       int
tEvent   ExceptionFields    varchar
tEvent   HasAttachments     bit
tEvent   IsExclusive        bit
tEvent   LocationID         int
tEvent   TimeIn             datetime
tEvent   ChartNumber        varchar
tEvent   Name               varchar
tEvent   Gender             varchar
tEvent   Birthdate          datetime
tEvent   HomePhone          varchar
tEvent   EmailAddress       varchar
tEvent   CoPay              money
tEvent   IsContactAllowed   bit
tEvent   AllProperties      varbinary
tEvent   ScheduleID         int
tEvent   EventStatusID      int
tEvent   EventTypeID        int
tEvent   ApptTypeID         int
tEvent   EventIDParent      int
tEvent   VisitID            int
tEvent   PatientID          int
tEvent   ResourceEventID    int
tEvent   ProgramID          int
tEvent   IsActive           bit
tEvent   IsDeleted          bit
tEvent   ArchiveDate        datetime
tEvent   ArchiveDocument    varchar
tEvent   UserCreated        varchar
tEvent   DateCreated        datetime
tExam    ExamID             int
tExam    ExamTemplateID     int
tExam    PatientID          int
tExam    VisitID            int
tExam    SequenceNumber     int
tExam    ExamDate           datetime
tExam    IsLocked           bit
tExam    LockDate           datetime
tExam    LockedByID         int
tExam    LockCode           varchar
tExam             UserCreated                         varchar
tExam             DateCreated                         datetime
tExamDentalPlan   ExamDentalPlanID                    int
tExamDentalPlan   ExamID                              int
tExamDentalPlan   PatientID                           int
tExamDentalPlan   TreatmentPlanName                   varchar
tExamDentalPlan   IsAdultInitialVisit                 bit
tExamDentalPlan   IsChildInitialVisit                 bit
tExamDentalPlan   IsExamVisit                         bit
tExamDentalPlan   IsProphyVisit                       bit
tExamDentalPlan   IsScalingVisit                      bit
tExamDentalPlan   Comment                             varchar
tExamDentalPlan   IsEmergencyPlan                     bit
tExamDentalPlan   IsActive                            bit
tExamDentalPlan   IsDeleted                           bit
tExamDentalPlan   UserCreated                         varchar
tExamDentalPlan   DateCreated                         datetime
tExamDentalPlan   UserUpdated                         varchar
tExamDentalPlan   DateUpdated                         datetime
tExamHistory      ExamHistoryID                       int
tExamHistory      PatientID                           int
tExamHistory      ExamID                              int
tExamHistory      ExamGroupID                         int
tExamHistory      ExamItemID                          int
tExamHistory      Name                                varchar
tExamHistory      ExamItemValueID                     int
tExamHistory      ExamItemValueSelected               varchar
tExamHistory      ExamItemValueName                   varchar
tExamHistory      ExamItemValueSpecificityValueID     int
tExamHistory      ExamItemValueSpecificityValue       varchar
tExamHistory      ExamItemValueSpecificityValueName   varchar
tExamHistory      SequenceNumber                      int
tExamHistory      UserCreated                         varchar
tExamHistory      DateCreated                         datetime
tExamHistory      UserUpdated                         varchar
tExamHistory      DateUpdated                         datetime
tExamSurvey       ExamSurveyID                        int
tExamSurvey       ExamTemplateID                      int
tExamSurvey       PatientID                           int
tExamSurvey       VisitID                             int
tExamSurvey       SequenceNumber                      int
tExamSurvey       ExamDate                            datetime
tExamSurvey       IsLocked                            bit
tExamSurvey       LockDate                            datetime
tExamSurvey       LockedByID                          int
tExamSurvey       LockCode                            varchar
tExamSurvey       UserCreated                         varchar
tExamSurvey   DateCreated                 datetime
tExamTooth    ExamToothID                 int
tExamTooth    ExamID                      int
tExamTooth    PatientID                   int
tExamTooth    ToothNumber                 varchar
tExamTooth    ToothStatusID               int
tExamTooth    ToothStatus                 varchar
tExamTooth    Comment                     varchar
tExamTooth    Mobility                    int
tExamTooth    IsMissing                   bit
tExamTooth    IsActive                    bit
tExamTooth    IsDeleted                   bit
tExamTooth    UserCreated                 varchar
tExamTooth    DateCreated                 datetime
tExamTooth    UserUpdated                 varchar
tExamTooth    DateUpdated                 datetime
tHCFAHeader   VisitID                     int
tHCFAHeader   PatientID                   int
tHCFAHeader   CompanyID                   int
tHCFAHeader   SuperBillNumber             varchar
tHCFAHeader   CoPay                       money
tHCFAHeader   ShareOfCost                 money
tHCFAHeader   FacilityID                  int
tHCFAHeader   FacilityCode                varchar
tHCFAHeader   ProviderID                  int
tHCFAHeader   ProviderCode                varchar
tHCFAHeader   VisitDate                   datetime
tHCFAHeader   PostingDate                 datetime
tHCFAHeader   PayerID                     int
tHCFAHeader   PayerCode                   varchar
tHCFAHeader   ProgramID                   int
tHCFAHeader   ProgramName                 varchar
tHCFAHeader   ServiceID                   int
tHCFAHeader   ServiceCode                 varchar
tHCFAHeader   ReferralCode                varchar
tHCFAHeader   DiagnosisCode1              varchar
tHCFAHeader   DiagnosisCode2              varchar
tHCFAHeader   DiagnosisCode3              varchar
tHCFAHeader   DiagnosisCode4              varchar
tHCFAHeader   HeaderTotalCharges          money
tHCFAHeader   HeaderTotalPatCharges       money
tHCFAHeader   HeaderTotalAdjustments      money
tHCFAHeader   HeaderTotalPatAdjustments   money
tHCFAHeader   HeaderTotalPayments         money
tHCFAHeader   HeaderTotalPatPayments      money
tHCFAHeader   HeaderBillingRemark         varchar
tHCFAHeader   NextVisit                   datetime
tHCFAHeader   EthnicID            int
tHCFAHeader   RefLastName1        varchar
tHCFAHeader   RefFirstName1       varchar
tHCFAHeader   RefPhone1           varchar
tHCFAHeader   RefLastName2        varchar
tHCFAHeader   RefFirstName2       varchar
tHCFAHeader   RefPhone2           varchar
tHCFAHeader   CHDPComments        varchar
tHCFAHeader   BloodLeadRef        bit
tHCFAHeader   DentalRef           bit
tHCFAHeader   FosterChild         bit
tHCFAHeader   SecondHandSmoke     bit
tHCFAHeader   TobaccoUse          bit
tHCFAHeader   TobaccoCounseled    bit
tHCFAHeader   EnrolledInWIC       bit
tHCFAHeader   ReferredToWIC       bit
tHCFAHeader   PartialScreen       bit
tHCFAHeader   SPRecheck           bit
tHCFAHeader   PriorPM160          datetime
tHCFAHeader   Height              int
tHCFAHeader   HeightFpt           int
tHCFAHeader   WeightLbs           int
tHCFAHeader   WeightOz            int
tHCFAHeader   BloodPressure       varchar
tHCFAHeader   Hemoglobin          varchar
tHCFAHeader   Hematocrit          varchar
tHCFAHeader   BirthWeightLbs      int
tHCFAHeader   BirthWeightOz       int
tHCFAHeader   PatientVisitType    varchar
tHCFAHeader   PatientScreenType   varchar
tHCFAHeader   PrintElectronic     bit
tHCFAHeader   A1A                 varchar
tHCFAHeader   A1B                 varchar
tHCFAHeader   A1C                 varchar
tHCFAHeader   A1D                 varchar
tHCFAHeader   A1ProcCode          varchar
tHCFAHeader   A1Fee               money
tHCFAHeader   A2A                 varchar
tHCFAHeader   A2B                 varchar
tHCFAHeader   A2C                 varchar
tHCFAHeader   A2D                 varchar
tHCFAHeader   A2ProcCode          varchar
tHCFAHeader   A2Fee               money
tHCFAHeader   A3A                 varchar
tHCFAHeader   A3B                 varchar
tHCFAHeader   A3C                 varchar
tHCFAHeader   A3D                 varchar
tHCFAHeader   A3ProcCode    varchar
tHCFAHeader   A3Fee         money
tHCFAHeader   A4A           varchar
tHCFAHeader   A4B           varchar
tHCFAHeader   A4C           varchar
tHCFAHeader   A4D           varchar
tHCFAHeader   A4ProcCode    varchar
tHCFAHeader   A4Fee         money
tHCFAHeader   A5A           varchar
tHCFAHeader   A5B           varchar
tHCFAHeader   A5C           varchar
tHCFAHeader   A5D           varchar
tHCFAHeader   A5ProcCode    varchar
tHCFAHeader   A5Fee         money
tHCFAHeader   A6A           varchar
tHCFAHeader   A6B           varchar
tHCFAHeader   A6C           varchar
tHCFAHeader   A6D           varchar
tHCFAHeader   A6ProcCode    varchar
tHCFAHeader   A6Fee         money
tHCFAHeader   A7A           varchar
tHCFAHeader   A7B           varchar
tHCFAHeader   A7C           varchar
tHCFAHeader   A7D           varchar
tHCFAHeader   A7ProcCode    varchar
tHCFAHeader   A7Fee         money
tHCFAHeader   A8A           varchar
tHCFAHeader   A8B           varchar
tHCFAHeader   A8C           varchar
tHCFAHeader   A8D           varchar
tHCFAHeader   A8ProcCode    varchar
tHCFAHeader   A8Fee         money
tHCFAHeader   A9A           varchar
tHCFAHeader   A9B           varchar
tHCFAHeader   A9C           varchar
tHCFAHeader   A9D           varchar
tHCFAHeader   A9ProcCode    varchar
tHCFAHeader   A9Fee         money
tHCFAHeader   A10A          varchar
tHCFAHeader   A10B          varchar
tHCFAHeader   A10C          varchar
tHCFAHeader   A10D          varchar
tHCFAHeader   A10ProcCode   varchar
tHCFAHeader   A10Fee        money
tHCFAHeader   A11A          varchar
tHCFAHeader   A11B          varchar
tHCFAHeader   A11C          varchar
tHCFAHeader   A11D                 varchar
tHCFAHeader   A11ProcCode          varchar
tHCFAHeader   A11Fee               money
tHCFAHeader   A12A                 varchar
tHCFAHeader   A12B                 varchar
tHCFAHeader   A12C                 varchar
tHCFAHeader   A12D                 varchar
tHCFAHeader   A12ProcCode          varchar
tHCFAHeader   A12Fee               money
tHCFAHeader   A13CHDPCode          varchar
tHCFAHeader   A13CHDPDescription   varchar
tHCFAHeader   A13A                 varchar
tHCFAHeader   A13B                 varchar
tHCFAHeader   A13C                 varchar
tHCFAHeader   A13D                 varchar
tHCFAHeader   A13ProcCode          varchar
tHCFAHeader   A13Fee               money
tHCFAHeader   A14CHDPCode          varchar
tHCFAHeader   A14CHDPDescription   varchar
tHCFAHeader   A14A                 varchar
tHCFAHeader   A14B                 varchar
tHCFAHeader   A14C                 varchar
tHCFAHeader   A14D                 varchar
tHCFAHeader   A14ProcCode          varchar
tHCFAHeader   A14Fee               money
tHCFAHeader   A15CHDPCode          varchar
tHCFAHeader   A15CHDPDescription   varchar
tHCFAHeader   A15A                 varchar
tHCFAHeader   A15B                 varchar
tHCFAHeader   A15C                 varchar
tHCFAHeader   A15D                 varchar
tHCFAHeader   A15ProcCode          varchar
tHCFAHeader   A15Fee               money
tHCFAHeader   I31CHDPCode          varchar
tHCFAHeader   I31CHDPDescription   varchar
tHCFAHeader   I31A                 varchar
tHCFAHeader   I31B                 varchar
tHCFAHeader   I31C                 varchar
tHCFAHeader   I31D                 varchar
tHCFAHeader   I31ProcCode          varchar
tHCFAHeader   I31Fee               money
tHCFAHeader   I32CHDPCode          varchar
tHCFAHeader   I32CHDPDescription   varchar
tHCFAHeader   I32A                 varchar
tHCFAHeader   I32B                 varchar
tHCFAHeader   I32C                 varchar
tHCFAHeader   I32D                 varchar
tHCFAHeader   I32ProcCode          varchar
tHCFAHeader   I32Fee               money
tHCFAHeader   I33CHDPCode          varchar
tHCFAHeader   I33CHDPDescription   varchar
tHCFAHeader   I33A                 varchar
tHCFAHeader   I33B                 varchar
tHCFAHeader   I33C                 varchar
tHCFAHeader   I33D                 varchar
tHCFAHeader   I33ProcCode          varchar
tHCFAHeader   I33Fee               money
tHCFAHeader   I38CHDPCode          varchar
tHCFAHeader   I38CHDPDescription   varchar
tHCFAHeader   I38A                 varchar
tHCFAHeader   I38B                 varchar
tHCFAHeader   I38C                 varchar
tHCFAHeader   I38D                 varchar
tHCFAHeader   I38ProcCode          varchar
tHCFAHeader   I38Fee               money
tHCFAHeader   I39CHDPCode          varchar
tHCFAHeader   I39CHDPDescription   varchar
tHCFAHeader   I39A                 varchar
tHCFAHeader   I39B                 varchar
tHCFAHeader   I39C                 varchar
tHCFAHeader   I39D                 varchar
tHCFAHeader   I39ProcCode          varchar
tHCFAHeader   I39Fee               money
tHCFAHeader   I40CHDPCode          varchar
tHCFAHeader   I40CHDPDescription   varchar
tHCFAHeader   I40A                 varchar
tHCFAHeader   I40B                 varchar
tHCFAHeader   I40C                 varchar
tHCFAHeader   I40D                 varchar
tHCFAHeader   I40ProcCode          varchar
tHCFAHeader   I40Fee               money
tHCFAHeader   I41CHDPCode          varchar
tHCFAHeader   I41CHDPDescription   varchar
tHCFAHeader   I41A                 varchar
tHCFAHeader   I41B                 varchar
tHCFAHeader   I41C                 varchar
tHCFAHeader   I41D                 varchar
tHCFAHeader   I41ProcCode          varchar
tHCFAHeader   I41Fee               money
tHCFAHeader   VersionLevel         varchar
tHCFAHeader   ArchiveDate          datetime
tHCFAHeader   ArchiveDocument      varchar
tHCFAHeader   UserCreated          varchar
tHCFAHeader   DateCreated          datetime
tLabEntry      LabEntryID            int
tLabEntry      PatientID             int
tLabEntry      VisitID               int
tLabEntry      OrderNumber           varchar
tLabEntry      ACN                   varchar
tLabEntry      GynTestForm           bit
tLabEntry      FacilityCode          varchar
tLabEntry      ChartNumber           varchar
tLabEntry      FullName              varchar
tLabEntry      SSN                   varchar
tLabEntry      Birthdate             datetime
tLabEntry      PayerCode             varchar
tLabEntry      GuarantorFirstName    varchar
tLabEntry      GuarantorMiddleName   varchar
tLabEntry      GuarantorLastName     varchar
tLabEntry      PolicyNumber          varchar
tLabEntry      ProviderID            int
tLabEntry      MediCareUPIN          varchar
tLabEntry      RenderingProviderID   int
tLabEntry      LabDate               datetime
tLabEntry      SentDate              datetime
tLabEntry      DrawTime              datetime
tLabEntry      IPAEligibility        bit
tLabEntry      UrineVolume           int
tLabEntry      IsFasting             bit
tLabEntry      IsRandom              bit
tLabEntry      HrsPP                 money
tLabEntry      ArchiveDate           datetime
tLabEntry      ArchiveDocument       varchar
tLabEntry      UserCreated           varchar
tLabEntry      DateCreated           datetime
tLabEntryGYN   LabEntryGYNID         int
tLabEntryGYN   LabEntryID            int
tLabEntryGYN   OrderNumber           varchar
tLabEntryGYN   PatientID             int
tLabEntryGYN   LMP                   datetime
tLabEntryGYN   RoutineCheckUp        bit
tLabEntryGYN   CurrentDiagProblem    bit
tLabEntryGYN   Pregnant              bit
tLabEntryGYN   EDC                   datetime
tLabEntryGYN   PostPartum            bit
tLabEntryGYN   TotalHysterectomy     bit
tLabEntryGYN   SubTotalHyst          bit
tLabEntryGYN   PostMenopausal        bit
tLabEntryGYN   AbnormalBleeding      bit
tLabEntryGYN   Cervicitis            bit
tLabEntryGYN   DesExposure           bit
tLabEntryGYN      BCPOCDMPA                bit
tLabEntryGYN      HormonalReplacement      bit
tLabEntryGYN      PostEstrogenTrial        bit
tLabEntryGYN      Cryotherapy              bit
tLabEntryGYN      LaserTreatment           bit
tLabEntryGYN      STD                      bit
tLabEntryGYN      STDType                  varchar
tLabEntryGYN      TherapyDate              datetime
tLabEntryGYN      Leep                     bit
tLabEntryGYN      RadiationRX              bit
tLabEntryGYN      ChemoHormonalRx          bit
tLabEntryGYN      HPV                      bit
tLabEntryGYN      LGSIL                    bit
tLabEntryGYN      HGSIL                    bit
tLabEntryGYN      Malignant                bit
tLabEntryGYN      HxABNPap                 bit
tLabEntryGYN      PreviousAscus            bit
tLabEntryGYN      PreviousSpecimenNumber   varchar
tLabEntryGYN      PreviousSpecimenDate     datetime
tLabEntryGYN      PreviousDiagnosis        varchar
tLabEntryGYN      PreviousDiagnosisCode    varchar
tLabEntryGYN      ThisLab                  varchar
tLabEntryGYN      ThisLabOther             varchar
tLabEntryGYN      BiopsyNote               varchar
tLabEntryGYN      VersionLevel             varchar
tLabEntryGYN      ArchiveDate              datetime
tLabEntryGYN      ArchiveDocument          varchar
tLabEntryGYN      UserCreated              varchar
tLabEntryGYN      DateCreated              datetime
tLabObservation   LabObservationID         int
tLabObservation   OrderNumber              varchar
tLabObservation   ACN                      varchar
tLabObservation   OrderCode                varchar
tLabObservation   OrderDescription         varchar
tLabObservation   ExpectedDate             datetime
tLabObservation   StartDate                datetime
tLabObservation   EndDate                  datetime
tLabObservation   ProviderName             varchar
tLabObservation   UnitsOrdered             int
tLabObservation   OrderDate                datetime
tLabObservation   PatientID                int
tLabObservation   LabReceivedDate          datetime
tLabObservation   RecallSentDate           datetime
tLabObservation   Priority                 varchar
tLabObservation   Reason                   varchar
tLabObservation   DiagnosisCode            varchar
tLabObservation   PrintLabResults          bit
tLabObservation    PrintLabRecall         bit
tLabObservation    Pending                bit
tLabObservation    PerformingLocation     varchar
tLabObservation    VersionLevel           varchar
tLabObservation    ArchiveDate            datetime
